engen_gas,engen_elec,engen_mintemp
11380.0,560.0,6.0
7480.0,320.0,7.0
24250.0,340.0,6.0
8620.0,450.0,-2.0
9320.0,210.0,-3.0
3250.0,280.0,-6.0
1780.0,350.0,-4.0
4380.0,260.0,-3.0
6980.0,390.0,2.0
3610.0,390.0,0.0
4440.0,340.0,-2.0
3830.0,250.0,-2.0
6160.0,560.0,-1.0
1390.0,390.0,1.0
9010.0,400.0,6.0
13050.0,270.0,9.0
4620.0,380.0,4.0
5910.0,210.0,2.0
6970.0,400.0,8.0
3600.0,nan,11.0
4140.0,nan,6.0
2200.0,nan,1.0
3360.0,380.0,-3.0
1700.0,410.0,-2.0
3100.0,340.0,-4.0
2420.0,310.0,0.0
10010.0,510.0,3.0
6510.0,610.0,2.0
430.0,370.0,0.0
6410.0,570.0,1.0
4240.0,250.0,2.0
5000.0,480.0,0.0
6780.0,390.0,1.0
7800.0,370.0,-4.0
1240.0,430.0,-3.0
2320.0,540.0,1.0
6390.0,320.0,2.0
6710.0,350.0,0.0
980.0,260.0,2.0
9060.0,390.0,2.0
750.0,350.0,2.0
2190.0,290.0,6.0
3950.0,300.0,0.0
4450.0,340.0,-1.0
1960.0,580.0,-1.0
3010.0,350.0,0.0
6570.0,490.0,-1.0
1610.0,400.0,-4.0
3870.0,570.0,3.0
4380.0,240.0,4.0
900.0,430.0,5.0
5090.0,380.0,3.0
1480.0,370.0,0.0
6730.0,550.0,2.0
8510.0,310.0,6.0
6660.0,250.0,4.0
9760.0,340.0,3.0
7440.0,540.0,1.0
6470.0,490.0,1.0
7190.0,620.0,2.0
6860.0,620.0,1.0
9310.0,390.0,1.0
22430.0,460.0,-1.0
13430.0,410.0,-1.0
5200.0,540.0,-4.0
8690.0,320.0,1.0
10360.0,350.0,0.0
4690.0,390.0,-1.0
8000.0,290.0,0.0
11570.0,390.0,-1.0
30650.0,460.0,1.0
8200.0,490.0,-1.0
8440.0,420.0,2.0
6060.0,460.0,1.0
4260.0,400.0,2.0
5350.0,490.0,nan
7450.0,220.0,nan
11650.0,480.0,nan
2930.0,440.0,nan
12320.0,440.0,nan
1950.0,290.0,nan
3470.0,580.0,nan
6030.0,290.0,nan
5060.0,410.0,nan
6920.0,300.0,nan
2940.0,480.0,nan
1780.0,360.0,nan
6480.0,450.0,nan
13750.0,350.0,nan
2820.0,490.0,nan
5860.0,510.0,nan
8470.0,260.0,nan
6090.0,250.0,nan
5090.0,500.0,nan
9380.0,450.0,nan
6750.0,410.0,nan
4700.0,250.0,nan
2060.0,420.0,nan
1080.0,240.0,nan
13620.0,270.0,nan
11180.0,200.0,nan
5580.0,520.0,nan
5850.0,180.0,nan
2550.0,260.0,nan
9380.0,340.0,nan
12320.0,190.0,nan
1260.0,170.0,nan
2530.0,710.0,nan
600.0,440.0,nan
7480.0,400.0,nan
4970.0,310.0,nan
6370.0,330.0,nan
9880.0,280.0,nan
10560.0,310.0,nan
6090.0,310.0,nan
10030.0,450.0,nan
11940.0,210.0,nan
18400.0,460.0,nan
9760.0,360.0,nan
9880.0,300.0,nan
330.0,280.0,nan
7070.0,390.0,nan
6460.0,360.0,nan
1670.0,270.0,nan
nan,230.0,nan
7860.0,200.0,nan
6420.0,250.0,nan
4960.0,260.0,nan
4630.0,270.0,nan
5130.0,160.0,nan
3970.0,270.0,4.0
4970.0,250.0,4.0
11020.0,200.0,8.0
8170.0,340.0,9.0
5690.0,160.0,10.0
6880.0,180.0,12.0
8990.0,380.0,8.0
9030.0,440.0,6.0
11230.0,350.0,9.0
8900.0,430.0,8.0
4720.0,540.0,6.0
4900.0,300.0,5.0
28010.0,410.0,6.0
5700.0,400.0,2.0
6590.0,250.0,3.0
4600.0,430.0,2.0
5000.0,270.0,3.0
4780.0,410.0,2.0
3320.0,510.0,6.0
1810.0,380.0,3.0
3360.0,330.0,9.0
2240.0,350.0,9.0
1110.0,560.0,8.0
1710.0,730.0,9.0
4030.0,690.0,9.0
2130.0,560.0,6.0
2280.0,370.0,6.0
3710.0,360.0,4.0
2400.0,360.0,7.0
1000.0,320.0,7.0
3720.0,220.0,5.0
2980.0,300.0,7.0
3480.0,400.0,5.0
2990.0,430.0,4.0
1680.0,210.0,5.0
4380.0,280.0,7.0
9000.0,310.0,11.0
1300.0,170.0,10.0
3200.0,130.0,7.0
1700.0,240.0,7.0
8610.0,410.0,5.0
990.0,150.0,6.0
930.0,160.0,8.0
3280.0,200.0,8.0
370.0,130.0,7.0
1740.0,100.0,9.0
1780.0,140.0,9.0
1620.0,170.0,10.0
980.0,120.0,11.0
580.0,110.0,12.0
860.0,200.0,11.0
1620.0,270.0,12.0
800.0,160.0,8.0
840.0,270.0,7.0
320.0,130.0,8.0
340.0,260.0,9.0
2460.0,260.0,8.0
1010.0,260.0,10.0
770.0,340.0,10.0
810.0,260.0,11.0
1340.0,220.0,8.0
450.0,260.0,14.0
700.0,260.0,9.0
340.0,270.0,9.0
800.0,260.0,8.0
720.0,450.0,11.0
1860.0,280.0,8.0
800.0,660.0,10.0
2610.0,690.0,6.0
2590.0,590.0,7.0
2970.0,450.0,8.0
2880.0,610.0,8.0
4920.0,580.0,10.0
1920.0,360.0,11.0
2270.0,550.0,11.0
2420.0,560.0,12.0
5480.0,440.0,11.0
6160.0,420.0,9.0
8430.0,370.0,9.0
4600.0,550.0,9.0
4240.0,480.0,12.0
1410.0,180.0,13.0
2890.0,170.0,8.0
3060.0,120.0,12.0
3710.0,160.0,11.0
1060.0,100.0,10.0
2650.0,90.0,8.0
1600.0,80.0,11.0
670.0,120.0,11.0
1960.0,90.0,13.0
1420.0,80.0,11.0
1680.0,150.0,12.0
2210.0,100.0,9.0
110.0,120.0,12.0
1600.0,130.0,12.0
nan,300.0,9.0
6280.0,280.0,12.0
nan,120.0,12.0
630.0,200.0,11.0
nan,220.0,11.0
nan,320.0,12.0
nan,160.0,10.0
110.0,310.0,11.0
nan,300.0,11.0
nan,410.0,11.0
nan,380.0,11.0
1270.0,350.0,11.0
nan,220.0,9.0
nan,320.0,12.0
nan,330.0,13.0
nan,240.0,9.0
nan,260.0,8.0
2610.0,560.0,10.0
2450.0,280.0,8.0
400.0,330.0,8.0
18480.0,190.0,8.0
1030.0,160.0,13.0
1010.0,280.0,11.0
340.0,100.0,7.0
2530.0,90.0,9.0
4320.0,140.0,12.0
3200.0,160.0,10.0
1540.0,90.0,12.0
1230.0,100.0,11.0
1040.0,120.0,11.0
4450.0,170.0,10.0
950.0,80.0,8.0
1260.0,150.0,14.0
1900.0,250.0,14.0
470.0,270.0,11.0
1010.0,200.0,13.0
1340.0,220.0,11.0
1750.0,470.0,10.0
2260.0,220.0,16.0
3720.0,280.0,9.0
340.0,350.0,8.0
nan,270.0,7.0
4000.0,660.0,8.0
4130.0,400.0,6.0
3950.0,360.0,10.0
580.0,450.0,13.0
340.0,130.0,12.0
1260.0,210.0,9.0
2950.0,220.0,9.0
210.0,320.0,9.0
270.0,280.0,8.0
370.0,230.0,9.0
760.0,300.0,8.0
nan,250.0,8.0
nan,300.0,8.0
nan,380.0,7.0
420.0,320.0,8.0
nan,190.0,6.0
nan,380.0,8.0
nan,240.0,6.0
nan,520.0,6.0
nan,280.0,9.0
nan,240.0,12.0
nan,250.0,7.0
nan,640.0,11.0
nan,180.0,12.0
nan,160.0,12.0
14040.0,140.0,11.0
9370.0,110.0,11.0
3040.0,220.0,11.0
nan,260.0,12.0
nan,160.0,7.0
530.0,120.0,5.0
nan,220.0,10.0
nan,260.0,8.0
nan,200.0,9.0
340.0,140.0,7.0
610.0,230.0,4.0
1160.0,160.0,9.0
820.0,240.0,8.0
1020.0,230.0,10.0
2630.0,140.0,9.0
670.0,120.0,11.0
5190.0,170.0,8.0
1800.0,170.0,11.0
840.0,260.0,11.0
250.0,170.0,12.0
21880.0,140.0,9.0
710.0,500.0,12.0
600.0,300.0,9.0
1920.0,200.0,9.0
1140.0,230.0,10.0
530.0,260.0,9.0
110.0,160.0,9.0
3230.0,130.0,6.0
1590.0,160.0,9.0
670.0,150.0,9.0
1080.0,140.0,9.0
1000.0,120.0,4.0
2320.0,270.0,8.0
1520.0,170.0,6.0
2540.0,190.0,1.0
6660.0,220.0,8.0
6260.0,180.0,11.0
4530.0,310.0,4.0
1510.0,250.0,5.0
nan,270.0,6.0
24120.0,100.0,2.0
8000.0,170.0,-1.0
6860.0,150.0,6.0
13430.0,130.0,2.0
15480.0,1190.0,7.0
14570.0,420.0,4.0
5880.0,510.0,2.0
5500.0,710.0,1.0
9230.0,660.0,-2.0
5050.0,450.0,6.0
8060.0,430.0,3.0
11030.0,360.0,5.0
7560.0,440.0,3.0
2480.0,280.0,3.0
15380.0,350.0,0.0
6780.0,540.0,3.0
12580.0,680.0,6.0
12510.0,410.0,8.0
10060.0,480.0,2.0
3180.0,390.0,-1.0
6490.0,490.0,-1.0
6530.0,490.0,1.0
9450.0,210.0,3.0
6950.0,210.0,-1.0
3760.0,380.0,-1.0
3330.0,270.0,-2.0
7300.0,240.0,-1.0
2720.0,310.0,4.0
2770.0,190.0,3.0
2990.0,460.0,4.0
2860.0,250.0,6.0
6020.0,380.0,7.0
5060.0,250.0,6.0
1610.0,380.0,-2.0
2450.0,240.0,-3.0
9200.0,320.0,-6.0
37460.0,180.0,-4.0
7230.0,420.0,-3.0
2700.0,560.0,2.0
7140.0,470.0,0.0
7250.0,330.0,-2.0
6270.0,430.0,-2.0
8640.0,450.0,-1.0
5340.0,310.0,1.0
7960.0,410.0,6.0
8660.0,440.0,9.0
8600.0,430.0,4.0
5420.0,270.0,2.0
10370.0,360.0,8.0
3300.0,570.0,11.0
3120.0,500.0,6.0
620.0,840.0,1.0
2570.0,1220.0,-3.0
2840.0,360.0,-2.0
2790.0,430.0,-4.0
730.0,650.0,0.0
1630.0,430.0,3.0
1630.0,680.0,2.0
1110.0,470.0,0.0
1750.0,540.0,1.0
1740.0,480.0,2.0
2050.0,380.0,0.0
2420.0,650.0,1.0
3630.0,540.0,-4.0
3840.0,520.0,-3.0
3950.0,350.0,1.0
4240.0,570.0,2.0
6730.0,290.0,0.0
9760.0,480.0,2.0
2880.0,570.0,2.0
3710.0,320.0,2.0
13240.0,500.0,6.0
7740.0,510.0,0.0
4450.0,410.0,-1.0
4760.0,290.0,-1.0
5220.0,320.0,0.0
1840.0,260.0,-1.0
10550.0,480.0,-4.0
900.0,280.0,3.0
2900.0,180.0,4.0
9410.0,260.0,5.0
4640.0,340.0,3.0
6620.0,210.0,0.0
2220.0,250.0,2.0
3750.0,130.0,6.0
1110.0,80.0,4.0
260.0,80.0,3.0
7560.0,230.0,1.0
6980.0,90.0,1.0
1260.0,1170.0,2.0
7880.0,2160.0,1.0
4690.0,1520.0,1.0
1910.0,690.0,-1.0
870.0,880.0,-1.0
4610.0,570.0,-4.0
8260.0,1060.0,1.0
5570.0,960.0,0.0
6420.0,920.0,-1.0
3050.0,740.0,0.0
1430.0,730.0,-1.0
3480.0,390.0,1.0
1570.0,640.0,-1.0
5450.0,670.0,2.0
6720.0,490.0,1.0
11590.0,610.0,2.0
6030.0,670.0,nan
3080.0,550.0,nan
2550.0,150.0,nan
4300.0,120.0,nan
3270.0,200.0,nan
3180.0,120.0,nan
3770.0,230.0,nan
4240.0,100.0,nan
1530.0,110.0,nan
2300.0,170.0,nan
1520.0,70.0,nan
2070.0,120.0,nan
1890.0,130.0,nan
2030.0,90.0,nan
410.0,210.0,nan
1410.0,180.0,nan
2210.0,150.0,nan
970.0,120.0,nan
1380.0,140.0,nan
1390.0,100.0,nan
1350.0,90.0,nan
3320.0,280.0,nan
2650.0,140.0,nan
1630.0,170.0,nan
2100.0,120.0,nan
420.0,140.0,nan
2930.0,160.0,nan
3500.0,260.0,nan
1790.0,170.0,nan
670.0,220.0,nan
1170.0,140.0,nan
4000.0,190.0,nan
2550.0,240.0,nan
1320.0,200.0,nan
510.0,460.0,nan
3760.0,330.0,nan
1000.0,470.0,nan
10550.0,480.0,nan
7290.0,540.0,nan
2450.0,430.0,nan
1210.0,310.0,nan
5760.0,440.0,nan
4960.0,350.0,nan
2450.0,130.0,nan
1360.0,340.0,nan
1320.0,170.0,nan
1900.0,180.0,nan
1180.0,110.0,nan
990.0,100.0,nan
340.0,130.0,nan
600.0,340.0,nan
1450.0,270.0,nan
nan,310.0,nan
nan,250.0,nan
nan,250.0,nan
nan,580.0,4.0
nan,300.0,4.0
nan,500.0,8.0
nan,430.0,9.0
nan,410.0,10.0
nan,250.0,12.0
nan,260.0,8.0
nan,280.0,6.0
nan,370.0,9.0
nan,nan,8.0
nan,260.0,6.0
nan,320.0,5.0
nan,380.0,6.0
nan,240.0,2.0
nan,280.0,3.0
nan,160.0,2.0
nan,200.0,3.0
nan,320.0,2.0
nan,790.0,6.0
nan,420.0,3.0
nan,530.0,9.0
43980.0,580.0,9.0
2210.0,430.0,8.0
5820.0,510.0,9.0
3190.0,500.0,9.0
1280.0,570.0,6.0
380.0,330.0,6.0
3050.0,310.0,4.0
2840.0,260.0,7.0
1120.0,160.0,7.0
7310.0,250.0,5.0
6560.0,240.0,7.0
6280.0,nan,5.0
8400.0,530.0,4.0
5410.0,390.0,5.0
65720.0,410.0,7.0
11410.0,360.0,11.0
6860.0,290.0,10.0
3200.0,280.0,7.0
1110.0,160.0,7.0
4580.0,160.0,5.0
3300.0,140.0,6.0
3260.0,190.0,8.0
4540.0,130.0,8.0
8740.0,170.0,7.0
nan,180.0,9.0
nan,200.0,9.0
nan,230.0,10.0
1260.0,290.0,11.0
6150.0,430.0,12.0
7510.0,350.0,11.0
260.0,nan,12.0
11840.0,270.0,8.0
1940.0,260.0,7.0
4590.0,380.0,8.0
5320.0,200.0,9.0
3510.0,360.0,8.0
2750.0,160.0,10.0
2460.0,150.0,10.0
780.0,160.0,11.0
710.0,nan,8.0
400.0,nan,14.0
1460.0,120.0,9.0
1540.0,110.0,9.0
1650.0,170.0,8.0
3130.0,240.0,11.0
1340.0,180.0,8.0
580.0,230.0,10.0
1230.0,190.0,6.0
1590.0,100.0,7.0
nan,220.0,8.0
780.0,190.0,8.0
14620.0,400.0,10.0
4210.0,220.0,11.0
1460.0,390.0,11.0
nan,210.0,12.0
nan,310.0,11.0
220.0,260.0,9.0
950.0,220.0,9.0
150.0,440.0,9.0
7320.0,380.0,12.0
2400.0,300.0,13.0
1120.0,450.0,8.0
1040.0,380.0,12.0
3130.0,380.0,11.0
1240.0,450.0,10.0
460.0,430.0,8.0
770.0,400.0,11.0
1370.0,470.0,11.0
5470.0,500.0,13.0
2530.0,480.0,11.0
390.0,800.0,12.0
880.0,630.0,9.0
2960.0,650.0,12.0
810.0,500.0,12.0
780.0,510.0,9.0
450.0,540.0,12.0
1680.0,530.0,12.0
840.0,530.0,11.0
470.0,330.0,11.0
1510.0,490.0,12.0
1440.0,260.0,10.0
1420.0,300.0,11.0
2460.0,260.0,11.0
1630.0,250.0,11.0
12090.0,200.0,11.0
2060.0,340.0,11.0
1260.0,290.0,9.0
1030.0,200.0,12.0
4180.0,270.0,13.0
610.0,180.0,9.0
2900.0,380.0,8.0
3610.0,270.0,10.0
2210.0,nan,8.0
690.0,200.0,8.0
550.0,390.0,8.0
2050.0,370.0,13.0
630.0,360.0,11.0
1300.0,nan,7.0
110.0,250.0,9.0
1370.0,370.0,12.0
290.0,300.0,10.0
1990.0,190.0,12.0
590.0,260.0,11.0
1940.0,350.0,11.0
1290.0,440.0,10.0
3730.0,130.0,8.0
1070.0,nan,14.0
3400.0,450.0,14.0
1190.0,350.0,11.0
3160.0,540.0,13.0
840.0,400.0,11.0
810.0,310.0,10.0
1120.0,300.0,16.0
1660.0,380.0,9.0
420.0,260.0,8.0
5400.0,330.0,7.0
2120.0,280.0,8.0
420.0,190.0,6.0
2360.0,320.0,10.0
3950.0,200.0,13.0
6320.0,430.0,12.0
620.0,500.0,9.0
1760.0,540.0,9.0
1440.0,170.0,9.0
2950.0,300.0,8.0
2840.0,350.0,9.0
220.0,750.0,8.0
6420.0,140.0,8.0
1010.0,280.0,8.0
1360.0,200.0,7.0
870.0,170.0,8.0
1370.0,160.0,6.0
430.0,120.0,8.0
1410.0,120.0,6.0
1260.0,140.0,6.0
680.0,180.0,9.0
640.0,100.0,12.0
110.0,80.0,7.0
1340.0,110.0,11.0
230.0,210.0,12.0
5170.0,220.0,12.0
3350.0,280.0,11.0
720.0,210.0,11.0
5710.0,230.0,11.0
2730.0,140.0,12.0
670.0,320.0,7.0
110.0,300.0,5.0
nan,280.0,10.0
12380.0,190.0,8.0
9050.0,210.0,9.0
8860.0,240.0,7.0
7720.0,240.0,4.0
87300.0,240.0,9.0
770.0,670.0,8.0
nan,420.0,10.0
4560.0,760.0,9.0
3970.0,920.0,11.0
4570.0,570.0,8.0
1420.0,350.0,11.0
2470.0,680.0,11.0
2230.0,440.0,12.0
4540.0,130.0,9.0
2370.0,260.0,12.0
nan,170.0,9.0
nan,440.0,9.0
nan,170.0,10.0
340.0,210.0,9.0
nan,320.0,9.0
nan,180.0,6.0
950.0,230.0,9.0
2020.0,180.0,9.0
1820.0,210.0,9.0
4430.0,190.0,4.0
1290.0,220.0,8.0
150.0,170.0,6.0
3180.0,210.0,1.0
360.0,110.0,8.0
2840.0,220.0,11.0
2150.0,230.0,4.0
1490.0,200.0,5.0
2010.0,210.0,6.0
600.0,100.0,2.0
1010.0,110.0,-1.0
1960.0,200.0,6.0
360.0,110.0,2.0
530.0,140.0,7.0
6140.0,130.0,4.0
450.0,150.0,2.0
1230.0,230.0,1.0
1530.0,190.0,-2.0
2500.0,80.0,6.0
950.0,120.0,3.0
2300.0,230.0,5.0
8110.0,140.0,3.0
6310.0,190.0,3.0
6930.0,100.0,0.0
5730.0,150.0,3.0
6660.0,160.0,6.0
7860.0,80.0,8.0
17000.0,nan,2.0
11380.0,nan,-1.0
8150.0,nan,-1.0
10420.0,nan,1.0
6730.0,420.0,3.0
8210.0,400.0,-1.0
4240.0,520.0,-1.0
3950.0,480.0,-2.0
2950.0,640.0,-1.0
4430.0,530.0,4.0
4870.0,360.0,3.0
5520.0,600.0,4.0
6130.0,760.0,6.0
2820.0,850.0,7.0
4570.0,580.0,6.0
5260.0,1080.0,-2.0
6700.0,550.0,-3.0
10200.0,610.0,-6.0
10060.0,520.0,-4.0
3390.0,390.0,-3.0
9100.0,260.0,2.0
2980.0,380.0,0.0
2220.0,440.0,-2.0
4760.0,340.0,-2.0
13900.0,340.0,-1.0
3010.0,280.0,1.0
4900.0,320.0,6.0
2870.0,400.0,9.0
3470.0,460.0,4.0
3000.0,320.0,2.0
1580.0,800.0,8.0
2630.0,480.0,11.0
790.0,410.0,6.0
1630.0,380.0,1.0
2550.0,520.0,-3.0
1050.0,460.0,-2.0
1520.0,460.0,-4.0
3660.0,410.0,0.0
5300.0,290.0,3.0
4650.0,170.0,2.0
1840.0,390.0,0.0
980.0,380.0,1.0
6480.0,130.0,2.0
7030.0,270.0,0.0
4110.0,320.0,1.0
1010.0,360.0,-4.0
5130.0,320.0,-3.0
13470.0,nan,1.0
600.0,nan,2.0
3500.0,350.0,0.0
5550.0,250.0,2.0
11140.0,360.0,2.0
5080.0,440.0,2.0
7060.0,230.0,6.0
17230.0,140.0,0.0
9160.0,140.0,-1.0
8620.0,270.0,-1.0
6300.0,290.0,0.0
7030.0,280.0,-1.0
5810.0,310.0,-4.0
5660.0,270.0,3.0
12320.0,310.0,4.0
8460.0,200.0,5.0
4530.0,310.0,3.0
2850.0,270.0,0.0
6320.0,200.0,2.0
5170.0,310.0,6.0
2800.0,150.0,4.0
3340.0,290.0,3.0
2990.0,300.0,1.0
3660.0,180.0,1.0
3370.0,180.0,2.0
7140.0,270.0,1.0
5080.0,190.0,1.0
3720.0,310.0,-1.0
8610.0,210.0,-1.0
21480.0,200.0,-4.0
nan,160.0,1.0
14960.0,180.0,0.0
7770.0,260.0,-1.0
1590.0,310.0,0.0
2820.0,270.0,-1.0
4810.0,130.0,1.0
6010.0,200.0,-1.0
5660.0,310.0,2.0
11820.0,290.0,1.0
10540.0,220.0,2.0
3520.0,270.0,nan
10740.0,250.0,nan
10610.0,240.0,nan
3960.0,210.0,nan
580.0,200.0,nan
9420.0,230.0,nan
5520.0,260.0,nan
2160.0,140.0,nan
2610.0,400.0,nan
4230.0,140.0,nan
2300.0,170.0,nan
4070.0,190.0,nan
3470.0,350.0,nan
4130.0,300.0,nan
3620.0,280.0,nan
2470.0,170.0,nan
1210.0,190.0,nan
1220.0,120.0,nan
5020.0,280.0,nan
2260.0,490.0,nan
2460.0,530.0,nan
4920.0,390.0,12.0
1610.0,390.0,13.0
2320.0,290.0,8.0
8030.0,370.0,12.0
3590.0,630.0,11.0
1140.0,540.0,10.0
3580.0,390.0,8.0
1740.0,480.0,11.0
740.0,350.0,11.0
1140.0,370.0,13.0
320.0,260.0,11.0
750.0,300.0,12.0
10150.0,530.0,9.0
990.0,200.0,12.0
2840.0,300.0,12.0
2210.0,350.0,9.0
3700.0,170.0,12.0
630.0,180.0,12.0
2530.0,290.0,11.0
1300.0,260.0,11.0
580.0,220.0,12.0
2220.0,180.0,10.0
4420.0,260.0,11.0
190.0,180.0,11.0
180.0,200.0,11.0
670.0,480.0,11.0
250.0,430.0,11.0
1410.0,420.0,9.0
1940.0,420.0,12.0
1260.0,480.0,13.0
1050.0,360.0,9.0
5480.0,630.0,8.0
3680.0,400.0,10.0
1040.0,710.0,8.0
2580.0,460.0,8.0
2860.0,510.0,8.0
630.0,160.0,13.0
2470.0,90.0,11.0
4590.0,90.0,7.0
3300.0,110.0,9.0
1320.0,100.0,12.0
2660.0,1520.0,10.0
1730.0,1390.0,12.0
1060.0,110.0,11.0
1480.0,50.0,11.0
1790.0,60.0,10.0
3200.0,100.0,8.0
6140.0,110.0,14.0
1520.0,130.0,14.0
2710.0,170.0,11.0
3040.0,210.0,13.0
5060.0,140.0,11.0
1230.0,100.0,10.0
320.0,150.0,16.0
1010.0,110.0,9.0
1770.0,130.0,8.0
230.0,140.0,7.0
2320.0,230.0,8.0
1100.0,210.0,6.0
8900.0,230.0,10.0
3690.0,260.0,13.0
3560.0,250.0,12.0
4290.0,280.0,9.0
1900.0,400.0,9.0
2200.0,370.0,9.0
3220.0,330.0,8.0
2420.0,280.0,9.0
2020.0,220.0,8.0
310.0,180.0,8.0
nan,190.0,8.0
nan,160.0,7.0
nan,nan,8.0
950.0,140.0,6.0
nan,260.0,8.0
nan,nan,6.0
nan,nan,6.0
nan,nan,9.0
nan,300.0,12.0
3030.0,200.0,7.0
2050.0,300.0,11.0
nan,250.0,12.0
nan,350.0,12.0
nan,250.0,11.0
nan,220.0,11.0
nan,200.0,11.0
7200.0,200.0,12.0
10390.0,nan,7.0
53970.0,nan,5.0
11040.0,290.0,10.0
18500.0,560.0,8.0
12800.0,340.0,9.0
nan,310.0,7.0
nan,460.0,4.0
4060.0,400.0,9.0
nan,340.0,8.0
nan,580.0,10.0
1800.0,240.0,9.0
nan,300.0,11.0
nan,290.0,8.0
nan,230.0,11.0
nan,340.0,11.0
5290.0,340.0,12.0
10820.0,430.0,9.0
4680.0,270.0,12.0
19280.0,530.0,9.0
12500.0,400.0,9.0
2930.0,470.0,10.0
3600.0,490.0,9.0
3520.0,380.0,9.0
3240.0,300.0,6.0
3980.0,210.0,9.0
2350.0,400.0,9.0
4340.0,310.0,9.0
790.0,440.0,4.0
2820.0,320.0,8.0
980.0,280.0,6.0
1250.0,nan,1.0
3400.0,nan,8.0
1800.0,470.0,11.0
1420.0,nan,4.0
250.0,nan,5.0
1880.0,260.0,6.0
1620.0,390.0,2.0
3280.0,280.0,-1.0
3440.0,260.0,6.0
300.0,340.0,2.0
580.0,470.0,7.0
1200.0,410.0,4.0
1790.0,410.0,2.0
2560.0,580.0,1.0
730.0,nan,-2.0
9980.0,440.0,6.0
6600.0,360.0,3.0
8530.0,410.0,5.0
13200.0,430.0,3.0
8140.0,350.0,3.0
12590.0,500.0,0.0
7390.0,590.0,3.0
5170.0,260.0,6.0
7600.0,430.0,8.0
2570.0,490.0,2.0
5670.0,630.0,-1.0
6780.0,480.0,-1.0
3330.0,340.0,1.0
6080.0,490.0,3.0
nan,240.0,-1.0
nan,420.0,-1.0
12200.0,450.0,-2.0
6110.0,440.0,-1.0
13590.0,130.0,4.0
14850.0,610.0,3.0
5320.0,450.0,4.0
18030.0,660.0,6.0
13710.0,780.0,7.0
4530.0,550.0,6.0
2340.0,380.0,-2.0
3860.0,650.0,-3.0
4920.0,600.0,-6.0
7070.0,400.0,-4.0
9020.0,360.0,-3.0
37290.0,450.0,2.0
28430.0,490.0,0.0
6000.0,820.0,-2.0
7580.0,210.0,-2.0
5470.0,420.0,-1.0
10300.0,420.0,1.0
13180.0,560.0,6.0
11380.0,420.0,9.0
15310.0,600.0,4.0
8270.0,610.0,2.0
10430.0,450.0,8.0
5190.0,400.0,11.0
4960.0,400.0,6.0
4720.0,580.0,1.0
1220.0,670.0,-3.0
4180.0,290.0,-2.0
3510.0,470.0,-4.0
3540.0,440.0,0.0
4340.0,260.0,3.0
5640.0,220.0,2.0
6170.0,430.0,0.0
10710.0,440.0,1.0
22830.0,320.0,2.0
9160.0,310.0,0.0
4740.0,550.0,1.0
3420.0,420.0,-4.0
4640.0,200.0,-3.0
5760.0,300.0,1.0
1910.0,270.0,2.0
6960.0,380.0,0.0
4020.0,250.0,2.0
1590.0,260.0,2.0
1230.0,160.0,2.0
120.0,170.0,6.0
1750.0,240.0,0.0
2140.0,270.0,-1.0
3190.0,330.0,-1.0
3320.0,400.0,0.0
1140.0,400.0,-1.0
1680.0,220.0,-4.0
2400.0,nan,3.0
2930.0,280.0,4.0
3470.0,420.0,5.0
1600.0,580.0,3.0
220.0,640.0,0.0
6390.0,730.0,2.0
4860.0,560.0,6.0
3720.0,450.0,4.0
7930.0,370.0,3.0
9110.0,420.0,1.0
2010.0,400.0,1.0
10570.0,530.0,2.0
3030.0,310.0,1.0
6370.0,470.0,1.0
2030.0,610.0,-1.0
3070.0,380.0,-1.0
4670.0,600.0,-4.0
2440.0,480.0,1.0
5630.0,300.0,0.0
3810.0,670.0,-1.0
4260.0,530.0,0.0
1620.0,460.0,-1.0
4160.0,420.0,1.0
3480.0,580.0,-1.0
4320.0,520.0,2.0
3410.0,600.0,1.0
2380.0,490.0,2.0
8060.0,580.0,nan
3910.0,480.0,nan
9280.0,420.0,nan
2300.0,760.0,nan
3820.0,460.0,nan
11810.0,640.0,nan
6640.0,430.0,nan
14570.0,560.0,nan
8500.0,550.0,nan
26680.0,840.0,nan
3570.0,650.0,nan
8210.0,550.0,nan
2950.0,1070.0,nan
2390.0,530.0,nan
3280.0,460.0,nan
5040.0,260.0,nan
4190.0,350.0,nan
4780.0,620.0,nan
10560.0,400.0,nan
nan,520.0,nan
7500.0,460.0,nan
5140.0,650.0,nan
7200.0,580.0,nan
4760.0,700.0,nan
500.0,460.0,nan
7630.0,730.0,nan
5480.0,660.0,nan
8180.0,510.0,nan
6450.0,460.0,nan
6650.0,500.0,nan
6500.0,440.0,nan
6810.0,260.0,nan
18960.0,660.0,nan
6480.0,350.0,nan
18620.0,330.0,nan
8580.0,380.0,nan
6980.0,340.0,nan
3290.0,560.0,nan
1210.0,310.0,nan
1830.0,240.0,nan
8410.0,580.0,nan
3460.0,580.0,nan
7640.0,390.0,nan
2980.0,410.0,nan
11690.0,570.0,nan
14420.0,470.0,nan
1940.0,620.0,nan
5750.0,530.0,nan
7410.0,850.0,nan
11970.0,570.0,nan
41070.0,580.0,nan
9840.0,390.0,nan
5000.0,560.0,nan
9860.0,480.0,nan
16850.0,240.0,nan
6220.0,230.0,4.0
9790.0,160.0,4.0
9050.0,160.0,8.0
7690.0,160.0,9.0
4080.0,160.0,10.0
2890.0,210.0,12.0
