gen_gas,gen_elec
7780.0,510.0
4370.0,270.0
1550.0,380.0
3650.0,450.0
1710.0,480.0
3920.0,350.0
880.0,360.0
1180.0,380.0
160.0,310.0
2020.0,270.0
1920.0,240.0
3140.0,290.0
2020.0,180.0
640.0,260.0
1020.0,170.0
2120.0,170.0
nan,140.0
3130.0,230.0
490.0,230.0
780.0,260.0
1580.0,300.0
2690.0,260.0
320.0,230.0
2960.0,320.0
2460.0,330.0
1400.0,300.0
nan,300.0
nan,350.0
4740.0,600.0
2700.0,310.0
3600.0,330.0
3910.0,320.0
4490.0,450.0
3260.0,200.0
5080.0,720.0
6790.0,490.0
630.0,420.0
880.0,560.0
1250.0,670.0
1160.0,590.0
4930.0,780.0
3690.0,640.0
4270.0,500.0
770.0,570.0
1750.0,430.0
3620.0,430.0
3350.0,560.0
630.0,580.0
3370.0,440.0
3280.0,480.0
nan,580.0
nan,340.0
nan,400.0
nan,400.0
nan,470.0
nan,360.0
nan,430.0
nan,530.0
nan,430.0
nan,580.0
nan,510.0
nan,670.0
nan,1240.0
nan,880.0
nan,830.0
580.0,790.0
690.0,540.0
2810.0,770.0
1160.0,1200.0
2200.0,520.0
4370.0,610.0
4030.0,760.0
2440.0,1000.0
2250.0,970.0
5040.0,540.0
2870.0,550.0
7790.0,780.0
3120.0,140.0
8910.0,110.0
8150.0,140.0
11060.0,710.0
2380.0,1180.0
8120.0,1050.0
6720.0,910.0
nan,600.0
nan,540.0
nan,320.0
nan,450.0
nan,520.0
nan,670.0
nan,570.0
nan,520.0
nan,590.0
nan,620.0
nan,500.0
1320.0,410.0
1290.0,610.0
500.0,500.0
1370.0,570.0
2160.0,450.0
560.0,520.0
890.0,500.0
nan,570.0
320.0,270.0
980.0,390.0
970.0,470.0
1740.0,nan
2840.0,nan
760.0,nan
4210.0,nan
8920.0,nan
nan,nan
nan,nan
nan,nan
nan,80.0
nan,280.0
nan,280.0
nan,320.0
nan,140.0
nan,530.0
nan,430.0
nan,660.0
nan,660.0
nan,380.0
nan,560.0
nan,820.0
nan,390.0
nan,580.0
nan,730.0
nan,670.0
nan,540.0
nan,1030.0
nan,760.0
nan,970.0
nan,670.0
nan,790.0
nan,1380.0
nan,650.0
2420.0,830.0
nan,560.0
nan,520.0
nan,530.0
nan,590.0
nan,520.0
nan,520.0
nan,490.0
7650.0,570.0
nan,410.0
nan,520.0
nan,540.0
nan,280.0
nan,380.0
nan,480.0
6750.0,250.0
580.0,220.0
16530.0,250.0
nan,220.0
nan,180.0
nan,100.0
nan,200.0
nan,270.0
nan,180.0
nan,170.0
nan,170.0
nan,100.0
2910.0,370.0
2580.0,260.0
4610.0,200.0
4450.0,230.0
3920.0,200.0
1320.0,170.0
4220.0,150.0
2230.0,90.0
820.0,170.0
420.0,170.0
2680.0,70.0
1860.0,730.0
2650.0,500.0
2050.0,400.0
3600.0,700.0
5050.0,420.0
4780.0,400.0
2290.0,500.0
4890.0,700.0
7580.0,370.0
500.0,450.0
2050.0,380.0
780.0,400.0
3690.0,220.0
1480.0,370.0
1860.0,400.0
720.0,370.0
1900.0,520.0
1620.0,310.0
2650.0,260.0
2420.0,330.0
3820.0,300.0
5670.0,130.0
4600.0,190.0
3190.0,180.0
6140.0,340.0
3240.0,220.0
1670.0,490.0
1970.0,550.0
3200.0,180.0
3620.0,110.0
5640.0,500.0
3250.0,460.0
3630.0,740.0
1900.0,760.0
1980.0,780.0
380.0,970.0
3370.0,1110.0
990.0,800.0
1580.0,690.0
1490.0,540.0
1030.0,790.0
1670.0,600.0
4700.0,810.0
10010.0,700.0
3700.0,580.0
3060.0,530.0
1050.0,710.0
5640.0,870.0
2020.0,530.0
320.0,630.0
nan,740.0
1140.0,620.0
320.0,500.0
320.0,590.0
3550.0,450.0
240.0,450.0
760.0,280.0
3830.0,320.0
3290.0,260.0
2170.0,600.0
1150.0,660.0
950.0,430.0
2520.0,500.0
740.0,480.0
2910.0,500.0
110.0,630.0
2270.0,340.0
3160.0,410.0
1260.0,390.0
970.0,360.0
2980.0,190.0
830.0,280.0
3910.0,240.0
2610.0,240.0
2870.0,240.0
4700.0,330.0
4700.0,420.0
2640.0,320.0
3020.0,400.0
5180.0,430.0
7900.0,290.0
8200.0,230.0
6140.0,230.0
6590.0,310.0
3020.0,330.0
5820.0,320.0
4700.0,160.0
13990.0,210.0
860.0,200.0
5310.0,330.0
1030.0,230.0
1160.0,150.0
2500.0,160.0
630.0,110.0
4470.0,150.0
7770.0,160.0
9210.0,160.0
2650.0,150.0
2050.0,110.0
7760.0,nan
7830.0,nan
4210.0,nan
3120.0,nan
7950.0,nan
9920.0,nan
16220.0,nan
7830.0,nan
3900.0,nan
4950.0,nan
5820.0,nan
3440.0,770.0
4890.0,70.0
6150.0,140.0
7860.0,160.0
8640.0,170.0
6640.0,180.0
10690.0,130.0
10730.0,200.0
8170.0,1500.0
8930.0,160.0
1030.0,100.0
14100.0,130.0
5200.0,140.0
12940.0,180.0
6850.0,nan
3910.0,nan
6590.0,nan
7220.0,nan
7160.0,nan
2190.0,nan
8110.0,1370.0
7080.0,1560.0
9600.0,2080.0
nan,1000.0
950.0,910.0
1260.0,1570.0
nan,980.0
nan,470.0
2120.0,450.0
1920.0,430.0
450.0,400.0
760.0,350.0
6550.0,1200.0
280.0,320.0
170.0,370.0
1330.0,330.0
320.0,580.0
1250.0,430.0
11920.0,420.0
900.0,360.0
nan,600.0
nan,380.0
nan,400.0
nan,430.0
nan,400.0
nan,270.0
nan,290.0
nan,430.0
nan,400.0
nan,320.0
nan,320.0
nan,370.0
630.0,250.0
nan,280.0
nan,280.0
nan,270.0
1070.0,380.0
5580.0,210.0
1260.0,510.0
nan,480.0
nan,500.0
2320.0,210.0
1110.0,170.0
4400.0,370.0
6700.0,370.0
1660.0,210.0
1600.0,230.0
nan,230.0
nan,200.0
110.0,210.0
700.0,260.0
1020.0,180.0
3270.0,230.0
760.0,300.0
1320.0,370.0
950.0,370.0
2650.0,360.0
1460.0,400.0
2290.0,260.0
2530.0,340.0
1830.0,250.0
2610.0,320.0
11840.0,260.0
390.0,530.0
640.0,420.0
1400.0,320.0
3820.0,230.0
2410.0,420.0
1500.0,280.0
3280.0,340.0
4130.0,480.0
6730.0,470.0
1640.0,150.0
5000.0,170.0
7740.0,180.0
2560.0,330.0
4450.0,360.0
8160.0,400.0
5940.0,370.0
12430.0,300.0
5420.0,410.0
4900.0,420.0
8710.0,480.0
4640.0,280.0
4560.0,310.0
810.0,310.0
7390.0,320.0
5390.0,230.0
4930.0,230.0
2730.0,260.0
4660.0,330.0
3050.0,320.0
970.0,330.0
780.0,400.0
700.0,460.0
17040.0,480.0
1150.0,500.0
3580.0,390.0
3920.0,390.0
3070.0,330.0
2270.0,440.0
2450.0,410.0
1000.0,300.0
nan,360.0
nan,550.0
nan,360.0
nan,350.0
nan,280.0
nan,350.0
6000.0,100.0
430.0,nan
23000.0,240.0
2580.0,480.0
3020.0,370.0
2280.0,470.0
2550.0,230.0
1820.0,400.0
1460.0,370.0
370.0,180.0
1230.0,310.0
1530.0,250.0
470.0,270.0
6330.0,340.0
220.0,160.0
1900.0,200.0
1430.0,240.0
2740.0,190.0
640.0,190.0
240.0,190.0
260.0,170.0
2460.0,490.0
1410.0,290.0
1660.0,210.0
740.0,90.0
2700.0,130.0
5060.0,1130.0
1260.0,70.0
390.0,440.0
2820.0,410.0
3300.0,290.0
2940.0,190.0
2180.0,270.0
3820.0,270.0
2050.0,220.0
2050.0,300.0
2050.0,430.0
1870.0,350.0
1820.0,270.0
1850.0,280.0
1720.0,1330.0
1950.0,nan
880.0,670.0
2640.0,560.0
1380.0,520.0
1450.0,620.0
1030.0,750.0
3830.0,660.0
2430.0,190.0
1740.0,120.0
2360.0,90.0
1110.0,100.0
2170.0,180.0
3110.0,310.0
2490.0,180.0
2590.0,200.0
870.0,250.0
1660.0,320.0
1370.0,350.0
500.0,240.0
810.0,240.0
670.0,250.0
nan,560.0
nan,440.0
nan,260.0
nan,330.0
nan,420.0
nan,240.0
nan,190.0
nan,220.0
nan,470.0
nan,380.0
nan,200.0
nan,170.0
nan,250.0
nan,180.0
nan,140.0
nan,110.0
3160.0,390.0
490.0,160.0
1150.0,190.0
2290.0,140.0
2260.0,130.0
1570.0,150.0
220.0,140.0
7070.0,130.0
3770.0,100.0
2200.0,140.0
220.0,90.0
5450.0,110.0
4350.0,90.0
2030.0,140.0
1000.0,180.0
nan,140.0
nan,220.0
2320.0,300.0
2830.0,210.0
4160.0,180.0
7140.0,200.0
5960.0,140.0
7200.0,260.0
2440.0,200.0
1660.0,130.0
2630.0,110.0
6400.0,120.0
15060.0,140.0
8870.0,100.0
2340.0,210.0
2450.0,200.0
6780.0,220.0
5090.0,170.0
3340.0,240.0
2710.0,340.0
2460.0,330.0
3320.0,400.0
1950.0,180.0
4170.0,300.0
1030.0,210.0
2970.0,240.0
1580.0,240.0
3630.0,270.0
1290.0,330.0
3020.0,360.0
2410.0,330.0
5690.0,270.0
3000.0,360.0
2600.0,560.0
2870.0,620.0
3260.0,450.0
3280.0,540.0
1990.0,570.0
2880.0,260.0
1660.0,380.0
1260.0,300.0
1040.0,620.0
2720.0,340.0
1180.0,400.0
1900.0,420.0
2090.0,nan
2790.0,470.0
6540.0,350.0
12780.0,370.0
6400.0,430.0
1780.0,310.0
14600.0,340.0
1720.0,260.0
10720.0,200.0
3140.0,130.0
670.0,160.0
4930.0,180.0
3090.0,180.0
810.0,210.0
1790.0,190.0
2880.0,440.0
2200.0,380.0
3160.0,320.0
1950.0,270.0
6700.0,260.0
3940.0,210.0
3670.0,150.0
9780.0,200.0
9180.0,210.0
nan,260.0
950.0,400.0
5820.0,340.0
3150.0,320.0
170.0,230.0
5140.0,220.0
2930.0,370.0
5320.0,230.0
2200.0,140.0
3940.0,150.0
2380.0,190.0
2930.0,240.0
1190.0,280.0
3580.0,280.0
4980.0,190.0
1330.0,250.0
1230.0,400.0
1780.0,420.0
1450.0,450.0
4340.0,210.0
850.0,270.0
2660.0,280.0
2820.0,410.0
18090.0,250.0
1460.0,400.0
3540.0,230.0
4950.0,290.0
9130.0,310.0
6360.0,330.0
23060.0,230.0
nan,270.0
1710.0,170.0
5650.0,150.0
3400.0,280.0
3940.0,280.0
1660.0,380.0
1640.0,250.0
580.0,160.0
2400.0,220.0
2910.0,240.0
2710.0,260.0
3410.0,160.0
3120.0,100.0
1280.0,160.0
620.0,210.0
3920.0,110.0
950.0,160.0
830.0,190.0
2260.0,200.0
300.0,220.0
1120.0,180.0
220.0,160.0
1000.0,150.0
2160.0,160.0
3690.0,120.0
2710.0,140.0
4840.0,160.0
3040.0,150.0
3790.0,190.0
470.0,240.0
3990.0,120.0
1130.0,180.0
220.0,230.0
2110.0,260.0
1970.0,240.0
2610.0,210.0
500.0,240.0
2550.0,390.0
400.0,360.0
2930.0,140.0
1200.0,300.0
580.0,330.0
320.0,270.0
950.0,200.0
4270.0,360.0
1580.0,280.0
4970.0,360.0
5360.0,290.0
5140.0,400.0
4290.0,310.0
1500.0,270.0
2020.0,230.0
nan,360.0
nan,800.0
1680.0,370.0
950.0,300.0
nan,230.0
nan,280.0
nan,280.0
530.0,300.0
1010.0,280.0
530.0,350.0
1580.0,570.0
710.0,560.0
1250.0,540.0
1040.0,560.0
2760.0,740.0
1080.0,980.0
1280.0,740.0
1990.0,nan
3480.0,400.0
1550.0,110.0
2750.0,110.0
7720.0,130.0
9500.0,170.0
7310.0,110.0
6320.0,90.0
13080.0,210.0
11250.0,160.0
3810.0,140.0
2630.0,60.0
2420.0,210.0
1550.0,170.0
2650.0,190.0
5160.0,210.0
750.0,240.0
2580.0,340.0
nan,460.0
2440.0,190.0
990.0,290.0
470.0,390.0
860.0,270.0
nan,430.0
220.0,250.0
110.0,190.0
950.0,260.0
3260.0,210.0
1900.0,150.0
700.0,120.0
3420.0,130.0
2320.0,110.0
3740.0,100.0
12880.0,100.0
3400.0,120.0
2900.0,270.0
2730.0,180.0
1210.0,160.0
2880.0,210.0
2120.0,130.0
1640.0,120.0
1720.0,210.0
430.0,140.0
3820.0,120.0
2960.0,250.0
3580.0,170.0
1480.0,220.0
1210.0,160.0
8880.0,150.0
4000.0,180.0
2590.0,120.0
2020.0,220.0
2740.0,290.0
4060.0,140.0
3720.0,140.0
2240.0,260.0
2070.0,230.0
110.0,260.0
2100.0,260.0
1840.0,170.0
5860.0,240.0
4900.0,290.0
2380.0,270.0
3420.0,200.0
1250.0,260.0
1160.0,320.0
6090.0,550.0
4020.0,400.0
2530.0,570.0
2870.0,510.0
5200.0,460.0
4390.0,320.0
2480.0,690.0
16110.0,550.0
3080.0,430.0
6570.0,600.0
5350.0,490.0
3620.0,620.0
6360.0,770.0
1910.0,540.0
8690.0,620.0
8650.0,520.0
16560.0,570.0
7570.0,350.0
4450.0,480.0
nan,510.0
790.0,390.0
910.0,440.0
630.0,510.0
3300.0,460.0
5960.0,290.0
2290.0,470.0
750.0,270.0
2780.0,490.0
3690.0,400.0
760.0,170.0
840.0,180.0
670.0,200.0
420.0,200.0
110.0,150.0
1840.0,340.0
360.0,310.0
1010.0,240.0
2800.0,470.0
980.0,200.0
480.0,140.0
nan,100.0
nan,120.0
550.0,280.0
nan,100.0
nan,90.0
750.0,nan
1200.0,270.0
1490.0,100.0
720.0,100.0
4290.0,120.0
950.0,2430.0
4200.0,110.0
5690.0,120.0
2840.0,230.0
nan,220.0
4890.0,300.0
1810.0,370.0
2660.0,340.0
3080.0,210.0
10550.0,380.0
6290.0,370.0
6860.0,200.0
5880.0,320.0
2330.0,370.0
12960.0,350.0
6790.0,200.0
1720.0,240.0
nan,460.0
nan,380.0
nan,420.0
nan,440.0
nan,510.0
680.0,570.0
450.0,500.0
340.0,350.0
2290.0,350.0
4330.0,430.0
2570.0,370.0
8450.0,510.0
5800.0,360.0
13060.0,370.0
7760.0,400.0
6310.0,200.0
1050.0,380.0
15530.0,510.0
10340.0,500.0
7180.0,370.0
7300.0,560.0
10590.0,660.0
10370.0,580.0
18070.0,540.0
8150.0,420.0
7910.0,400.0
8090.0,430.0
4580.0,380.0
22830.0,490.0
4510.0,500.0
nan,630.0
8530.0,430.0
5100.0,600.0
nan,700.0
nan,490.0
nan,690.0
nan,400.0
nan,340.0
nan,370.0
nan,340.0
nan,370.0
3160.0,340.0
5730.0,370.0
7470.0,360.0
1740.0,330.0
3790.0,390.0
2900.0,280.0
6810.0,320.0
6870.0,430.0
11000.0,300.0
4140.0,350.0
1230.0,380.0
2800.0,350.0
2000.0,360.0
1410.0,290.0
1370.0,370.0
6360.0,420.0
2690.0,300.0
2190.0,280.0
6810.0,170.0
8830.0,140.0
2500.0,240.0
1400.0,140.0
1990.0,190.0
3010.0,110.0
2050.0,240.0
2600.0,170.0
1420.0,140.0
5360.0,140.0
4180.0,100.0
3900.0,290.0
3260.0,120.0
nan,100.0
nan,180.0
910.0,70.0
250.0,170.0
2550.0,230.0
630.0,400.0
350.0,230.0
1280.0,250.0
6900.0,430.0
4690.0,180.0
3110.0,240.0
5980.0,290.0
3970.0,290.0
1620.0,190.0
2790.0,260.0
nan,300.0
nan,330.0
nan,240.0
6560.0,430.0
1570.0,340.0
1260.0,410.0
5290.0,590.0
760.0,410.0
2560.0,450.0
1480.0,320.0
1580.0,320.0
5410.0,600.0
4950.0,560.0
nan,390.0
nan,190.0
nan,260.0
310.0,370.0
780.0,300.0
nan,230.0
nan,280.0
670.0,260.0
2620.0,300.0
470.0,240.0
2050.0,300.0
5960.0,280.0
2180.0,270.0
1280.0,480.0
6450.0,390.0
1410.0,260.0
2690.0,270.0
2900.0,310.0
1280.0,520.0
1270.0,300.0
3700.0,520.0
2900.0,350.0
2840.0,310.0
1580.0,260.0
7100.0,320.0
2950.0,380.0
5300.0,220.0
3400.0,180.0
3900.0,200.0
2940.0,180.0
nan,120.0
nan,60.0
nan,160.0
nan,80.0
nan,130.0
nan,70.0
nan,100.0
nan,100.0
nan,70.0
nan,130.0
nan,70.0
nan,160.0
nan,110.0
nan,150.0
5880.0,180.0
8430.0,260.0
nan,210.0
6230.0,260.0
11710.0,230.0
7290.0,190.0
46260.0,250.0
4340.0,430.0
4090.0,260.0
1970.0,280.0
9980.0,260.0
4940.0,280.0
2900.0,330.0
2610.0,300.0
4110.0,300.0
2420.0,140.0
3850.0,300.0
24250.0,580.0
12520.0,240.0
10460.0,190.0
7400.0,230.0
4860.0,230.0
5430.0,190.0
2330.0,230.0
4510.0,240.0
nan,130.0
nan,120.0
1000.0,220.0
nan,270.0
2280.0,170.0
220.0,70.0
1200.0,140.0
3140.0,180.0
290.0,210.0
760.0,140.0
2370.0,130.0
2420.0,110.0
2000.0,220.0
2760.0,260.0
1560.0,200.0
1870.0,240.0
320.0,270.0
4100.0,220.0
950.0,340.0
880.0,210.0
1640.0,300.0
670.0,240.0
340.0,220.0
2070.0,360.0
1880.0,280.0
220.0,220.0
3060.0,160.0
330.0,100.0
130.0,120.0
1470.0,170.0
2420.0,190.0
1000.0,150.0
470.0,120.0
400.0,180.0
2840.0,110.0
2660.0,160.0
1150.0,140.0
760.0,70.0
5420.0,270.0
nan,420.0
nan,330.0
nan,180.0
nan,100.0
nan,130.0
nan,200.0
nan,140.0
nan,100.0
nan,90.0
nan,120.0
630.0,170.0
950.0,110.0
7220.0,110.0
320.0,70.0
320.0,nan
1370.0,100.0
nan,70.0
1790.0,120.0
nan,210.0
nan,70.0
8790.0,100.0
700.0,90.0
3480.0,140.0
2900.0,120.0
2190.0,380.0
4890.0,140.0
2920.0,230.0
1190.0,120.0
300.0,150.0
380.0,140.0
1000.0,130.0
3020.0,160.0
410.0,210.0
940.0,80.0
500.0,200.0
610.0,210.0
550.0,180.0
780.0,130.0
990.0,180.0
860.0,160.0
320.0,280.0
300.0,470.0
540.0,440.0
750.0,370.0
220.0,260.0
410.0,290.0
3350.0,280.0
2610.0,150.0
nan,130.0
nan,350.0
nan,260.0
nan,220.0
4640.0,290.0
nan,320.0
nan,340.0
nan,300.0
nan,460.0
nan,270.0
nan,370.0
nan,280.0
nan,560.0
nan,600.0
nan,490.0
nan,370.0
nan,300.0
nan,340.0
nan,580.0
nan,550.0
nan,400.0
nan,370.0
nan,340.0
nan,290.0
nan,310.0
nan,nan
nan,nan
nan,310.0
nan,340.0
nan,200.0
nan,180.0
nan,180.0
nan,170.0
nan,200.0
nan,190.0
nan,240.0
nan,250.0
nan,250.0
nan,320.0
nan,220.0
nan,460.0
nan,330.0
nan,500.0
nan,290.0
nan,420.0
nan,360.0
nan,340.0
nan,300.0
nan,390.0
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,100.0
nan,160.0
380.0,90.0
1490.0,110.0
220.0,150.0
790.0,120.0
2000.0,1010.0
670.0,90.0
1680.0,100.0
40910.0,100.0
2380.0,100.0
2600.0,80.0
1300.0,120.0
3120.0,220.0
2130.0,240.0
3000.0,170.0
4800.0,160.0
4940.0,160.0
110.0,160.0
1440.0,280.0
790.0,170.0
380.0,130.0
630.0,130.0
320.0,150.0
950.0,200.0
1310.0,90.0
1870.0,90.0
800.0,120.0
200.0,180.0
460.0,400.0
150.0,380.0
820.0,290.0
2720.0,nan
2530.0,430.0
2090.0,600.0
nan,650.0
nan,610.0
nan,420.0
nan,480.0
nan,680.0
700.0,590.0
nan,360.0
4080.0,510.0
6570.0,560.0
6700.0,480.0
7670.0,370.0
14540.0,440.0
6510.0,460.0
7730.0,390.0
3640.0,310.0
2620.0,280.0
1050.0,490.0
2120.0,410.0
390.0,240.0
3340.0,380.0
3870.0,430.0
840.0,460.0
18090.0,300.0
2320.0,410.0
4110.0,400.0
4500.0,310.0
690.0,580.0
1520.0,460.0
1600.0,520.0
nan,340.0
nan,330.0
1050.0,510.0
870.0,430.0
3830.0,nan
2830.0,nan
nan,nan
nan,nan
16740.0,nan
560.0,nan
2000.0,nan
2370.0,nan
4150.0,nan
1870.0,270.0
770.0,890.0
1840.0,530.0
2420.0,520.0
2650.0,530.0
1050.0,540.0
4570.0,470.0
1710.0,560.0
1580.0,570.0
1680.0,600.0
630.0,760.0
4560.0,610.0
2720.0,850.0
3350.0,500.0
2960.0,500.0
7130.0,660.0
3740.0,710.0
4050.0,620.0
2070.0,1550.0
5790.0,1130.0
7380.0,900.0
4810.0,260.0
2550.0,110.0
4820.0,180.0
4550.0,140.0
1510.0,110.0
1470.0,150.0
15130.0,90.0
11110.0,100.0
nan,nan
nan,nan
nan,nan
nan,nan
nan,140.0
nan,180.0
nan,1200.0
nan,220.0
nan,210.0
nan,290.0
nan,320.0
nan,270.0
nan,440.0
nan,400.0
12030.0,360.0
5680.0,360.0
1940.0,200.0
5850.0,280.0
4850.0,130.0
6920.0,210.0
4470.0,220.0
11770.0,200.0
820.0,260.0
2190.0,250.0
3240.0,230.0
1180.0,380.0
780.0,240.0
1710.0,260.0
3830.0,250.0
2650.0,300.0
2630.0,460.0
2240.0,220.0
3160.0,210.0
2930.0,310.0
6480.0,200.0
3630.0,190.0
3520.0,240.0
2640.0,220.0
3440.0,250.0
1900.0,250.0
1090.0,230.0
3910.0,140.0
4110.0,200.0
2040.0,170.0
1960.0,80.0
3910.0,180.0
4670.0,140.0
7000.0,510.0
5160.0,230.0
1140.0,200.0
820.0,250.0
980.0,160.0
780.0,370.0
1010.0,270.0
1110.0,270.0
2650.0,240.0
5370.0,530.0
3910.0,330.0
3160.0,370.0
4140.0,500.0
3030.0,440.0
4110.0,370.0
9160.0,440.0
5580.0,420.0
3400.0,640.0
3100.0,530.0
4160.0,330.0
2200.0,260.0
3210.0,560.0
3920.0,420.0
4240.0,560.0
1540.0,360.0
6960.0,450.0
5680.0,350.0
2970.0,250.0
4700.0,270.0
2370.0,350.0
5700.0,330.0
5330.0,260.0
9210.0,320.0
7950.0,320.0
21660.0,360.0
4320.0,420.0
5660.0,350.0
10110.0,300.0
24640.0,360.0
31540.0,320.0
6380.0,410.0
4580.0,380.0
4920.0,630.0
6420.0,730.0
5140.0,570.0
13990.0,520.0
3980.0,220.0
8240.0,1010.0
9820.0,1740.0
5140.0,900.0
nan,1320.0
nan,700.0
nan,1550.0
nan,980.0
nan,1600.0
nan,1320.0
nan,610.0
nan,770.0
nan,580.0
nan,500.0
nan,nan
nan,nan
nan,660.0
2700.0,890.0
2320.0,460.0
2820.0,nan
2370.0,310.0
2810.0,540.0
2930.0,560.0
2520.0,670.0
3980.0,650.0
nan,840.0
nan,440.0
nan,540.0
nan,630.0
nan,930.0
320.0,660.0
470.0,330.0
950.0,970.0
590.0,820.0
7800.0,730.0
3670.0,640.0
4250.0,1110.0
3960.0,680.0
7240.0,1650.0
5630.0,820.0
6620.0,810.0
9460.0,800.0
9040.0,780.0
nan,760.0
7800.0,770.0
2260.0,700.0
6700.0,560.0
4210.0,620.0
2870.0,500.0
6920.0,600.0
4130.0,610.0
nan,860.0
8110.0,780.0
nan,600.0
11070.0,840.0
7140.0,1010.0
6920.0,1620.0
2160.0,730.0
2450.0,720.0
nan,810.0
nan,560.0
nan,70.0
3290.0,540.0
1810.0,760.0
9760.0,450.0
5220.0,530.0
2490.0,630.0
1340.0,620.0
7470.0,810.0
6530.0,550.0
16730.0,1150.0
10380.0,1210.0
nan,1100.0
48340.0,490.0
9420.0,840.0
5140.0,970.0
16750.0,730.0
5450.0,630.0
1280.0,630.0
6570.0,690.0
6950.0,780.0
3820.0,1230.0
8160.0,370.0
710.0,560.0
7510.0,720.0
nan,430.0
nan,250.0
nan,390.0
nan,420.0
1860.0,900.0
480.0,540.0
480.0,nan
10540.0,nan
930.0,320.0
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
320.0,nan
2530.0,nan
1030.0,nan
9970.0,nan
1260.0,nan
480.0,260.0
210.0,230.0
900.0,160.0
900.0,120.0
1450.0,160.0
760.0,280.0
2240.0,210.0
110.0,100.0
2500.0,90.0
2350.0,270.0
290.0,100.0
2050.0,300.0
500.0,200.0
4100.0,270.0
1040.0,330.0
390.0,310.0
1010.0,380.0
1910.0,340.0
1700.0,410.0
1790.0,600.0
1260.0,500.0
800.0,360.0
1530.0,530.0
2500.0,630.0
1260.0,380.0
2650.0,340.0
5560.0,270.0
2690.0,430.0
3100.0,240.0
3220.0,610.0
2240.0,420.0
4310.0,400.0
2580.0,490.0
290.0,650.0
1580.0,550.0
3220.0,370.0
2720.0,620.0
2230.0,520.0
1010.0,600.0
1930.0,390.0
820.0,430.0
280.0,370.0
1900.0,490.0
1900.0,350.0
730.0,350.0
1220.0,560.0
3350.0,390.0
5160.0,170.0
nan,110.0
250.0,420.0
1700.0,250.0
530.0,240.0
47060.0,210.0
3220.0,260.0
1410.0,280.0
2040.0,120.0
3800.0,150.0
3310.0,310.0
10530.0,370.0
35440.0,340.0
9110.0,380.0
35700.0,400.0
7790.0,380.0
1560.0,430.0
5680.0,590.0
2280.0,490.0
2650.0,280.0
220.0,310.0
1410.0,480.0
2460.0,310.0
3290.0,410.0
4890.0,460.0
3860.0,420.0
2500.0,520.0
2670.0,650.0
4660.0,630.0
4730.0,810.0
3740.0,590.0
8680.0,590.0
7160.0,660.0
12320.0,850.0
4510.0,620.0
5720.0,490.0
2320.0,490.0
2520.0,490.0
12010.0,420.0
33330.0,390.0
41700.0,610.0
nan,530.0
nan,320.0
nan,330.0
nan,nan
nan,420.0
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,nan
nan,100.0
nan,200.0
2180.0,nan
1930.0,380.0
340.0,320.0
1360.0,270.0
3300.0,220.0
3340.0,320.0
2210.0,280.0
2500.0,400.0
3220.0,190.0
1220.0,420.0
2840.0,360.0
6590.0,350.0
5500.0,240.0
4940.0,230.0
6940.0,300.0
1330.0,210.0
1990.0,200.0
2680.0,210.0
1580.0,120.0
1090.0,150.0
2600.0,130.0
8260.0,140.0
nan,170.0
5060.0,150.0
6000.0,170.0
4270.0,330.0
3260.0,280.0
8140.0,510.0
6160.0,400.0
4020.0,390.0
7220.0,380.0
8530.0,480.0
6250.0,nan
3720.0,370.0
6520.0,520.0
7330.0,360.0
7090.0,420.0
7410.0,480.0
6820.0,490.0
25460.0,590.0
12500.0,440.0
62710.0,270.0
10350.0,350.0
7140.0,380.0
260.0,400.0
nan,340.0
nan,430.0
5540.0,310.0
630.0,220.0
750.0,240.0
2520.0,360.0
320.0,250.0
530.0,140.0
2240.0,230.0
2350.0,210.0
320.0,150.0
2460.0,170.0
1400.0,250.0
200.0,240.0
1230.0,210.0
4110.0,230.0
5770.0,260.0
12870.0,120.0
4890.0,380.0
8850.0,270.0
6020.0,160.0
7370.0,180.0
4110.0,190.0
6100.0,340.0
5830.0,330.0
nan,300.0
72350.0,260.0
13460.0,240.0
3480.0,1720.0
5120.0,150.0
4270.0,170.0
5090.0,90.0
10460.0,110.0
7260.0,70.0
810.0,140.0
11580.0,100.0
2050.0,130.0
4820.0,180.0
2400.0,nan
4840.0,170.0
970.0,110.0
1680.0,100.0
1640.0,170.0
560.0,110.0
930.0,160.0
800.0,180.0
2900.0,180.0
2730.0,330.0
1770.0,210.0
760.0,210.0
1240.0,390.0
1370.0,360.0
410.0,290.0
4470.0,180.0
320.0,150.0
5600.0,170.0
1160.0,200.0
1900.0,140.0
2260.0,110.0
5890.0,140.0
7950.0,340.0
5050.0,220.0
7830.0,200.0
7970.0,340.0
8470.0,310.0
16460.0,220.0
6660.0,240.0
2870.0,70.0
7880.0,140.0
53390.0,170.0
3140.0,150.0
800.0,120.0
nan,330.0
nan,320.0
670.0,590.0
630.0,320.0
nan,370.0
nan,320.0
nan,260.0
nan,230.0
nan,200.0
nan,200.0
